Tên acc,Mã VN,SĐT,Pass,Họ,Tên,Mã GT,Mã mời,Fix
Pi 510,+84,2363595919,Nxnit@0510,Phùng,Thị Nguyệt,Xuannxn0510,thanhnd1982,1
Pi 511,+84,2363595920,Nxnit@0511,Võ,Chí Quân,Xuannxn0511,thanhnd1982,1
Pi 512,+84,2363595921,Nxnit@0512,Cao,Minh Mai,Xuannxn0512,thanhnd1982,1
Pi 513,+84,2363595922,Nxnit@0513,Cao,Xuân Trinh,Xuannxn0513,thanhnd1982,1
Pi 514,+84,2363595923,Nxnit@0514,Nguyễn,Xuân Sơn,Xuannxn0514,thanhnd1982,1
Pi 515,+84,2363595924,Nxnit@0515,Nguyễn,Thị Thức,Xuannxn0515,thanhnd1982,1
Pi 516,+84,2363595925,Nxnit@0516,Bế,Xuân Mai,Xuannxn0516,thanhnd1982,1
Pi 517,+84,2363595926,Nxnit@0517,Lý,Văn Mai,Xuannxn0517,thanhnd1982,1
Pi 518,+84,2363595927,Nxnit@0518,Bế,Bá Sơn,Xuannxn0518,thanhnd1982,1
Pi 519,+84,2363595928,Nxnit@0519,Phùng,Minh Hải,Xuannxn0519,thanhnd1982,1
Pi 520,+84,2363595929,Nxnit@0520,Nguyễn,Xuân Trinh,Xuannxn0520,thanhnd1982,1
Pi 521,+84,2363595930,Nxnit@0521,Võ,Bá Thức,Xuannxn0521,thanhnd1982,1
Pi 522,+84,2363595931,Nxnit@0522,Cao,Thị Nguyệt,Xuannxn0522,thanhnd1982,1
Pi 523,+84,2363595932,Nxnit@0523,Mạc,Xuân Trinh,Xuannxn0523,thanhnd1982,1
Pi 524,+84,2363595933,Nxnit@0524,Phùng,Bá Sơn,Xuannxn0524,thanhnd1982,1
Pi 525,+84,2363595934,Nxnit@0525,Cao,Văn Thức,Xuannxn0525,thanhnd1982,1
Pi 526,+84,2363595935,Nxnit@0526,Nguyễn,Chí Mai,Xuannxn0526,thanhnd1982,1
Pi 527,+84,2363595936,Nxnit@0527,Phan,Bá Quân,Xuannxn0527,thanhnd1982,1
Pi 528,+84,2363595937,Nxnit@0528,Cao,Bá Trinh,Xuannxn0528,thanhnd1982,1
Pi 529,+84,2363595938,Nxnit@0529,Võ,Tấn Thủy,Xuannxn0529,thanhnd1982,1
Pi 530,+84,2363595939,Nxnit@0530,Võ,Minh Trinh,Xuannxn0530,thanhnd1982,1
Pi 531,+84,2363595940,Nxnit@0531,Cao,Văn Mai,Xuannxn0531,thanhnd1982,1
Pi 532,+84,2363595941,Nxnit@0532,Nguyễn,Thị Trinh,Xuannxn0532,thanhnd1982,1
Pi 533,+84,2363595942,Nxnit@0533,Mạc,Minh Thủy,Xuannxn0533,thanhnd1982,1
Pi 534,+84,2363595943,Nxnit@0534,Nguyễn,Tấn Thức,Xuannxn0534,thanhnd1982,1
Pi 535,+84,2363595944,Nxnit@0535,Cao,Bá Sơn,Xuannxn0535,thanhnd1982,1
Pi 536,+84,2363595945,Nxnit@0536,Nguyễn,Văn Thủy,Xuannxn0536,thanhnd1982,1
Pi 537,+84,2363595946,Nxnit@0537,Phan,Thị Quân,Xuannxn0537,thanhnd1982,1
Pi 538,+84,2363595947,Nxnit@0538,Phan,Tấn Quân,Xuannxn0538,thanhnd1982,1
Pi 539,+84,2363595948,Nxnit@0539,Phan,Chí Hải,Xuannxn0539,thanhnd1982,1
Pi 540,+84,2363595949,Nxnit@0540,Lý,Minh Thủy,Xuannxn0540,thanhnd1982,1
Pi 541,+84,2363595950,Nxnit@0541,Bế,Văn Mai,Xuannxn0541,thanhnd1982,1
Pi 542,+84,2363595951,Nxnit@0542,Võ,Văn Thức,Xuannxn0542,thanhnd1982,1
Pi 543,+84,2363595952,Nxnit@0543,Võ,Chí Trinh,Xuannxn0543,thanhnd1982,1
Pi 544,+84,2363595953,Nxnit@0544,Võ,Xuân Thủy,Xuannxn0544,thanhnd1982,1
Pi 545,+84,2363595954,Nxnit@0545,Nguyễn,Xuân Hải,Xuannxn0545,thanhnd1982,1
Pi 546,+84,2363595955,Nxnit@0546,Bế,Tấn Thủy,Xuannxn0546,thanhnd1982,1
Pi 547,+84,2363595956,Nxnit@0547,Cao,Xuân Thủy,Xuannxn0547,thanhnd1982,1
Pi 548,+84,2363595957,Nxnit@0548,Phan,Bá Sơn,Xuannxn0548,thanhnd1982,1
Pi 549,+84,2363595958,Nxnit@0549,Võ,Chí Sơn,Xuannxn0549,thanhnd1982,1
Pi 550,+84,2363595959,Nxnit@0550,Nguyễn,Thị Hải,Xuannxn0550,thanhnd1982,1
Pi 551,+84,2363595960,Nxnit@0551,Phùng,Thị Quân,Xuannxn0551,thanhnd1982,1
Pi 552,+84,2363595961,Nxnit@0552,Mạc,Chí Thức,Xuannxn0552,thanhnd1982,1
Pi 553,+84,2363595962,Nxnit@0553,Bế,Bá Thức,Xuannxn0553,thanhnd1982,1
Pi 554,+84,2363595963,Nxnit@0554,Lý,Minh Sơn,Xuannxn0554,thanhnd1982,1
Pi 555,+84,2363595964,Nxnit@0555,Nguyễn,Minh Thủy,Xuannxn0555,thanhnd1982,1
Pi 556,+84,2363595965,Nxnit@0556,Phùng,Chí Thức,Xuannxn0556,thanhnd1982,1
Pi 557,+84,2363595966,Nxnit@0557,Võ,Bá Nguyệt,Xuannxn0557,thanhnd1982,1
Pi 558,+84,2363595967,Nxnit@0558,Bế,Bá Mai,Xuannxn0558,thanhnd1982,1
Pi 559,+84,2363595968,Nxnit@0559,Phùng,Tấn Mai,Xuannxn0559,thanhnd1982,1
Pi 560,+84,2363595969,Nxnit@0560,Nguyễn,Văn Trinh,Xuannxn0560,thanhnd1982,1
Pi 561,+84,2363595970,Nxnit@0561,Phùng,Bá Nguyệt,Xuannxn0561,thanhnd1982,1
Pi 562,+84,2363595971,Nxnit@0562,Bế,Minh Mai,Xuannxn0562,thanhnd1982,1
Pi 563,+84,2363595972,Nxnit@0563,Võ,Bá Mai,Xuannxn0563,thanhnd1982,1
Pi 564,+84,2363595973,Nxnit@0564,Mạc,Thị Thủy,Xuannxn0564,thanhnd1982,1
Pi 565,+84,2363595974,Nxnit@0565,Bế,Bá Hải,Xuannxn0565,thanhnd1982,1
Pi 566,+84,2363595975,Nxnit@0566,Bế,Thị Quân,Xuannxn0566,thanhnd1982,1
Pi 567,+84,2363595976,Nxnit@0567,Mạc,Văn Mai,Xuannxn0567,thanhnd1982,1
Pi 568,+84,2363595977,Nxnit@0568,Nguyễn,Chí Thức,Xuannxn0568,thanhnd1982,1
Pi 569,+84,2363595978,Nxnit@0569,Nguyễn,Tấn Thủy,Xuannxn0569,thanhnd1982,1
Pi 570,+84,2363595979,Nxnit@0570,Bế,Văn Nguyệt,Xuannxn0570,thanhnd1982,1
Pi 571,+84,2363595980,Nxnit@0571,Bế,Minh Sơn,Xuannxn0571,thanhnd1982,1
Pi 572,+84,2363595981,Nxnit@0572,Cao,Văn Quân,Xuannxn0572,thanhnd1982,1
Pi 573,+84,2363595982,Nxnit@0573,Cao,Tấn Thủy,Xuannxn0573,thanhnd1982,1
Pi 574,+84,2363595983,Nxnit@0574,Mạc,Chí Hải,Xuannxn0574,thanhnd1982,1
Pi 575,+84,2363595984,Nxnit@0575,Cao,Tấn Quân,Xuannxn0575,thanhnd1982,1
Pi 576,+84,2363595985,Nxnit@0576,Bế,Chí Thức,Xuannxn0576,thanhnd1982,1
Pi 577,+84,2363595986,Nxnit@0577,Phan,Chí Quân,Xuannxn0577,thanhnd1982,1
Pi 578,+84,2363595987,Nxnit@0578,Lý,Thị Thủy,Xuannxn0578,thanhnd1982,1
Pi 579,+84,2363595988,Nxnit@0579,Nguyễn,Bá Hải,Xuannxn0579,thanhnd1982,1
Pi 580,+84,2363595989,Nxnit@0580,Phùng,Tấn Sơn,Xuannxn0580,thanhnd1982,1
Pi 581,+84,2363595990,Nxnit@0581,Nguyễn,Chí Quân,Xuannxn0581,thanhnd1982,1
Pi 582,+84,2363595991,Nxnit@0582,Mạc,Bá Mai,Xuannxn0582,thanhnd1982,1
Pi 583,+84,2363595992,Nxnit@0583,Nguyễn,Văn Thủy,Xuannxn0583,thanhnd1982,1
Pi 584,+84,2363595993,Nxnit@0584,Võ,Chí Quân,Xuannxn0584,thanhnd1982,1
Pi 585,+84,2363595994,Nxnit@0585,Bế,Chí Sơn,Xuannxn0585,thanhnd1982,1
Pi 586,+84,2363595995,Nxnit@0586,Phùng,Xuân Quân,Xuannxn0586,thanhnd1982,1
Pi 587,+84,2363595996,Nxnit@0587,Võ,Văn Thủy,Xuannxn0587,thanhnd1982,1
Pi 588,+84,2363595997,Nxnit@0588,Võ,Bá Quân,Xuannxn0588,thanhnd1982,1
Pi 589,+84,2363595998,Nxnit@0589,Cao,Thị Hải,Xuannxn0589,thanhnd1982,1
Pi 590,+84,2363595999,Nxnit@0590,Cao,Bá Hải,Xuannxn0590,thanhnd1982,1
Pi 591,+84,2363596000,Nxnit@0591,Cao,Thị Hải,Xuannxn0591,thanhnd1982,1
Pi 592,+84,2363596001,Nxnit@0592,Cao,Bá Thủy,Xuannxn0592,thanhnd1982,1
Pi 593,+84,2363596002,Nxnit@0593,Cao,Văn Quân,Xuannxn0593,thanhnd1982,1
Pi 594,+84,2363596003,Nxnit@0594,Cao,Thị Hải,Xuannxn0594,thanhnd1982,1
Pi 595,+84,2363596004,Nxnit@0595,Mạc,Xuân Mai,Xuannxn0595,thanhnd1982,1
Pi 596,+84,2363596005,Nxnit@0596,Mạc,Thị Hải,Xuannxn0596,thanhnd1982,1
Pi 597,+84,2363596006,Nxnit@0597,Phùng,Minh Hải,Xuannxn0597,thanhnd1982,1
Pi 598,+84,2363596007,Nxnit@0598,Mạc,Chí Mai,Xuannxn0598,thanhnd1982,1
Pi 599,+84,2363596008,Nxnit@0599,Mạc,Tấn Trinh,Xuannxn0599,thanhnd1982,1
Pi 600,+84,2363596009,Nxnit@0600,Phan,Bá Trinh,Xuannxn0600,thanhnd1982,1
Pi 601,+84,2363596010,Nxnit@0601,Cao,Thị Mai,Xuannxn0601,thanhnd1982,1
Pi 602,+84,2363596011,Nxnit@0602,Phan,Bá Sơn,Xuannxn0602,thanhnd1982,1
Pi 603,+84,2363596012,Nxnit@0603,Phan,Tấn Thủy,Xuannxn0603,thanhnd1982,1
Pi 604,+84,2363596013,Nxnit@0604,Nguyễn,Văn Thủy,Xuannxn0604,thanhnd1982,1
Pi 605,+84,2363596014,Nxnit@0605,Lý,Bá Nguyệt,Xuannxn0605,thanhnd1982,1
Pi 606,+84,2363596015,Nxnit@0606,Cao,Bá Trinh,Xuannxn0606,thanhnd1982,1
Pi 607,+84,2363596016,Nxnit@0607,Lý,Thị Mai,Xuannxn0607,thanhnd1982,1
Pi 608,+84,2363596017,Nxnit@0608,Mạc,Chí Thủy,Xuannxn0608,thanhnd1982,1
Pi 609,+84,2363596018,Nxnit@0609,Cao,Tấn Mai,Xuannxn0609,thanhnd1982,1
Pi 610,+84,2363596019,Nxnit@0610,Bế,Tấn Thủy,Xuannxn0610,thanhnd1982,1
Pi 611,+84,2363596020,Nxnit@0611,Lý,Tấn Thủy,Xuannxn0611,thanhnd1982,1
Pi 612,+84,2363596021,Nxnit@0612,Phùng,Tấn Thủy,Xuannxn0612,thanhnd1982,1
Pi 613,+84,2363596022,Nxnit@0613,Mạc,Tấn Sơn,Xuannxn0613,thanhnd1982,1
Pi 614,+84,2363596023,Nxnit@0614,Bế,Minh Quân,Xuannxn0614,thanhnd1982,1
Pi 615,+84,2363596024,Nxnit@0615,Mạc,Tấn Sơn,Xuannxn0615,thanhnd1982,1
Pi 616,+84,2363596025,Nxnit@0616,Cao,Chí Sơn,Xuannxn0616,thanhnd1982,1
Pi 617,+84,2363596026,Nxnit@0617,Phan,Xuân Quân,Xuannxn0617,thanhnd1982,1
Pi 618,+84,2363596027,Nxnit@0618,Cao,Chí Thức,Xuannxn0618,thanhnd1982,1
Pi 619,+84,2363596028,Nxnit@0619,Lý,Văn Trinh,Xuannxn0619,thanhnd1982,1
Pi 620,+84,2363596029,Nxnit@0620,Bế,Xuân Thủy,Xuannxn0620,thanhnd1982,1
Pi 621,+84,2363596030,Nxnit@0621,Bế,Thị Thức,Xuannxn0621,thanhnd1982,1
Pi 622,+84,2363596031,Nxnit@0622,Cao,Tấn Nguyệt,Xuannxn0622,thanhnd1982,1
Pi 623,+84,2363596032,Nxnit@0623,Lý,Tấn Thức,Xuannxn0623,thanhnd1982,1
Pi 624,+84,2363596033,Nxnit@0624,Mạc,Bá Hải,Xuannxn0624,thanhnd1982,1
Pi 625,+84,2363596034,Nxnit@0625,Bế,Thị Sơn,Xuannxn0625,thanhnd1982,1
Pi 626,+84,2363596035,Nxnit@0626,Bế,Xuân Mai,Xuannxn0626,thanhnd1982,1
Pi 627,+84,2363596036,Nxnit@0627,Phan,Tấn Mai,Xuannxn0627,thanhnd1982,1
Pi 628,+84,2363596037,Nxnit@0628,Cao,Thị Thức,Xuannxn0628,thanhnd1982,1
Pi 629,+84,2363596038,Nxnit@0629,Phan,Thị Sơn,Xuannxn0629,thanhnd1982,1
Pi 630,+84,2363596039,Nxnit@0630,Phùng,Thị Hải,Xuannxn0630,thanhnd1982,1
Pi 631,+84,2363596040,Nxnit@0631,Phùng,Tấn Mai,Xuannxn0631,thanhnd1982,1
Pi 632,+84,2363596041,Nxnit@0632,Nguyễn,Minh Hải,Xuannxn0632,thanhnd1982,1
Pi 633,+84,2363596042,Nxnit@0633,Cao,Thị Quân,Xuannxn0633,thanhnd1982,1
Pi 634,+84,2363596043,Nxnit@0634,Bế,Chí Nguyệt,Xuannxn0634,thanhnd1982,1
Pi 635,+84,2363596044,Nxnit@0635,Nguyễn,Thị Nguyệt,Xuannxn0635,thanhnd1982,1
Pi 636,+84,2363596045,Nxnit@0636,Bế,Văn Thức,Xuannxn0636,thanhnd1982,1
Pi 637,+84,2363596046,Nxnit@0637,Phùng,Văn Hải,Xuannxn0637,thanhnd1982,1
Pi 638,+84,2363596047,Nxnit@0638,Phan,Minh Sơn,Xuannxn0638,thanhnd1982,1
Pi 639,+84,2363596048,Nxnit@0639,Cao,Tấn Hải,Xuannxn0639,thanhnd1982,1
Pi 640,+84,2363596049,Nxnit@0640,Võ,Minh Quân,Xuannxn0640,thanhnd1982,1
Pi 641,+84,2363596050,Nxnit@0641,Bế,Thị Hải,Xuannxn0641,thanhnd1982,1
Pi 642,+84,2363596051,Nxnit@0642,Lý,Xuân Thủy,Xuannxn0642,thanhnd1982,1
Pi 643,+84,2363596052,Nxnit@0643,Lý,Xuân Trinh,Xuannxn0643,thanhnd1982,1
Pi 644,+84,2363596053,Nxnit@0644,Nguyễn,Xuân Thức,Xuannxn0644,thanhnd1982,1
Pi 645,+84,2363596054,Nxnit@0645,Võ,Thị Sơn,Xuannxn0645,thanhnd1982,1
Pi 646,+84,2363596055,Nxnit@0646,Cao,Chí Sơn,Xuannxn0646,thanhnd1982,1
Pi 647,+84,2363596056,Nxnit@0647,Bế,Văn Nguyệt,Xuannxn0647,thanhnd1982,1
Pi 648,+84,2363596057,Nxnit@0648,Cao,Minh Sơn,Xuannxn0648,thanhnd1982,1
Pi 649,+84,2363596058,Nxnit@0649,Cao,Bá Mai,Xuannxn0649,thanhnd1982,1
Pi 650,+84,2363596059,Nxnit@0650,Nguyễn,Xuân Trinh,Xuannxn0650,thanhnd1982,1
Pi 651,+84,2363596060,Nxnit@0651,Phan,Bá Trinh,Xuannxn0651,thanhnd1982,1
Pi 652,+84,2363596061,Nxnit@0652,Lý,Bá Hải,Xuannxn0652,thanhnd1982,1
Pi 653,+84,2363596062,Nxnit@0653,Phùng,Xuân Thủy,Xuannxn0653,thanhnd1982,1
Pi 654,+84,2363596063,Nxnit@0654,Nguyễn,Minh Nguyệt,Xuannxn0654,thanhnd1982,1
Pi 655,+84,2363596064,Nxnit@0655,Bế,Tấn Thức,Xuannxn0655,thanhnd1982,1
Pi 656,+84,2363596065,Nxnit@0656,Lý,Minh Nguyệt,Xuannxn0656,thanhnd1982,1
Pi 657,+84,2363596066,Nxnit@0657,Võ,Bá Hải,Xuannxn0657,thanhnd1982,1
Pi 658,+84,2363596067,Nxnit@0658,Cao,Văn Mai,Xuannxn0658,thanhnd1982,1
Pi 659,+84,2363596068,Nxnit@0659,Bế,Thị Thức,Xuannxn0659,thanhnd1982,1
Pi 660,+84,2363596069,Nxnit@0660,Nguyễn,Xuân Sơn,Xuannxn0660,thanhnd1982,1
Pi 661,+84,2363596070,Nxnit@0661,Phùng,Thị Hải,Xuannxn0661,thanhnd1982,1
Pi 662,+84,2363596071,Nxnit@0662,Phùng,Xuân Thủy,Xuannxn0662,thanhnd1982,1
Pi 663,+84,2363596072,Nxnit@0663,Cao,Tấn Sơn,Xuannxn0663,thanhnd1982,1
Pi 664,+84,2363596073,Nxnit@0664,Lý,Thị Trinh,Xuannxn0664,thanhnd1982,1
Pi 665,+84,2363596074,Nxnit@0665,Võ,Chí Thủy,Xuannxn0665,thanhnd1982,1
Pi 666,+84,2363596075,Nxnit@0666,Bế,Bá Mai,Xuannxn0666,thanhnd1982,1
Pi 667,+84,2363596076,Nxnit@0667,Võ,Văn Hải,Xuannxn0667,thanhnd1982,1
Pi 668,+84,2363596077,Nxnit@0668,Phùng,Văn Nguyệt,Xuannxn0668,thanhnd1982,1
Pi 669,+84,2363596078,Nxnit@0669,Lý,Văn Sơn,Xuannxn0669,thanhnd1982,1
Pi 670,+84,2363596079,Nxnit@0670,Phan,Bá Trinh,Xuannxn0670,thanhnd1982,1
Pi 671,+84,2363596080,Nxnit@0671,Lý,Thị Hải,Xuannxn0671,thanhnd1982,1
Pi 672,+84,2363596081,Nxnit@0672,Cao,Minh Trinh,Xuannxn0672,thanhnd1982,1
Pi 673,+84,2363596082,Nxnit@0673,Bế,Tấn Nguyệt,Xuannxn0673,thanhnd1982,1
Pi 674,+84,2363596083,Nxnit@0674,Võ,Xuân Hải,Xuannxn0674,thanhnd1982,1
Pi 675,+84,2363596084,Nxnit@0675,Lý,Văn Sơn,Xuannxn0675,thanhnd1982,1
Pi 676,+84,2363596085,Nxnit@0676,Bế,Minh Trinh,Xuannxn0676,thanhnd1982,1
Pi 677,+84,2363596086,Nxnit@0677,Cao,Văn Hải,Xuannxn0677,thanhnd1982,1
Pi 678,+84,2363596087,Nxnit@0678,Bế,Chí Nguyệt,Xuannxn0678,thanhnd1982,1
Pi 679,+84,2363596088,Nxnit@0679,Mạc,Minh Quân,Xuannxn0679,thanhnd1982,1
Pi 680,+84,2363596089,Nxnit@0680,Phan,Thị Mai,Xuannxn0680,thanhnd1982,1
Pi 681,+84,2363596090,Nxnit@0681,Võ,Thị Quân,Xuannxn0681,thanhnd1982,1
Pi 682,+84,2363596091,Nxnit@0682,Bế,Xuân Sơn,Xuannxn0682,thanhnd1982,1
Pi 683,+84,2363596092,Nxnit@0683,Lý,Tấn Thức,Xuannxn0683,thanhnd1982,1
Pi 684,+84,2363596093,Nxnit@0684,Võ,Minh Thức,Xuannxn0684,thanhnd1982,1
Pi 685,+84,2363596094,Nxnit@0685,Cao,Thị Nguyệt,Xuannxn0685,thanhnd1982,1
Pi 686,+84,2363596095,Nxnit@0686,Cao,Văn Quân,Xuannxn0686,thanhnd1982,1
Pi 687,+84,2363596096,Nxnit@0687,Nguyễn,Thị Nguyệt,Xuannxn0687,thanhnd1982,1
Pi 688,+84,2363596097,Nxnit@0688,Bế,Thị Trinh,Xuannxn0688,thanhnd1982,1
Pi 689,+84,2363596098,Nxnit@0689,Bế,Thị Nguyệt,Xuannxn0689,thanhnd1982,1
Pi 690,+84,2363596099,Nxnit@0690,Võ,Xuân Thủy,Xuannxn0690,thanhnd1982,1
Pi 691,+84,2363596100,Nxnit@0691,Phùng,Văn Hải,Xuannxn0691,thanhnd1982,1
Pi 692,+84,2363596101,Nxnit@0692,Nguyễn,Chí Nguyệt,Xuannxn0692,thanhnd1982,1
Pi 693,+84,2363596102,Nxnit@0693,Cao,Thị Sơn,Xuannxn0693,thanhnd1982,1
Pi 694,+84,2363596103,Nxnit@0694,Võ,Bá Nguyệt,Xuannxn0694,thanhnd1982,1
Pi 695,+84,2363596104,Nxnit@0695,Nguyễn,Thị Mai,Xuannxn0695,thanhnd1982,1
Pi 696,+84,2363596105,Nxnit@0696,Bế,Xuân Thủy,Xuannxn0696,thanhnd1982,1
Pi 697,+84,2363596106,Nxnit@0697,Võ,Xuân Thủy,Xuannxn0697,thanhnd1982,1
Pi 698,+84,2363596107,Nxnit@0698,Mạc,Văn Quân,Xuannxn0698,thanhnd1982,1
Pi 699,+84,2363596108,Nxnit@0699,Phùng,Minh Trinh,Xuannxn0699,thanhnd1982,1
Pi 700,+84,2363596109,Nxnit@0700,Phan,Văn Mai,Xuannxn0700,thanhnd1982,1
Pi 701,+84,2363596110,Nxnit@0701,Cao,Văn Thủy,Xuannxn0701,thanhnd1982,1
Pi 702,+84,2363596111,Nxnit@0702,Bế,Xuân Thủy,Xuannxn0702,thanhnd1982,1
Pi 703,+84,2363596112,Nxnit@0703,Mạc,Văn Mai,Xuannxn0703,thanhnd1982,1
Pi 704,+84,2363596113,Nxnit@0704,Nguyễn,Xuân Nguyệt,Xuannxn0704,thanhnd1982,1
Pi 705,+84,2363596114,Nxnit@0705,Phùng,Minh Hải,Xuannxn0705,thanhnd1982,1
Pi 706,+84,2363596115,Nxnit@0706,Lý,Chí Quân,Xuannxn0706,thanhnd1982,1
Pi 707,+84,2363596116,Nxnit@0707,Phùng,Văn Thủy,Xuannxn0707,thanhnd1982,1
Pi 708,+84,2363596117,Nxnit@0708,Mạc,Tấn Hải,Xuannxn0708,thanhnd1982,1
Pi 709,+84,2363596118,Nxnit@0709,Cao,Thị Quân,Xuannxn0709,thanhnd1982,1
Pi 710,+84,2363596119,Nxnit@0710,Cao,Bá Nguyệt,Xuannxn0710,thanhnd1982,1
Pi 711,+84,2363596120,Nxnit@0711,Nguyễn,Thị Nguyệt,Xuannxn0711,thanhnd1982,1
Pi 712,+84,2363596121,Nxnit@0712,Phùng,Tấn Sơn,Xuannxn0712,thanhnd1982,1
Pi 713,+84,2363596122,Nxnit@0713,Võ,Minh Sơn,Xuannxn0713,thanhnd1982,1
Pi 714,+84,2363596123,Nxnit@0714,Phan,Thị Mai,Xuannxn0714,thanhnd1982,1
Pi 715,+84,2363596124,Nxnit@0715,Nguyễn,Bá Trinh,Xuannxn0715,thanhnd1982,1
Pi 716,+84,2363596125,Nxnit@0716,Bế,Bá Hải,Xuannxn0716,thanhnd1982,1
Pi 717,+84,2363596126,Nxnit@0717,Nguyễn,Minh Quân,Xuannxn0717,thanhnd1982,1
Pi 718,+84,2363596127,Nxnit@0718,Phùng,Tấn Nguyệt,Xuannxn0718,thanhnd1982,1
Pi 719,+84,2363596128,Nxnit@0719,Phan,Xuân Nguyệt,Xuannxn0719,thanhnd1982,1
Pi 720,+84,2363596129,Nxnit@0720,Cao,Minh Thức,Xuannxn0720,thanhnd1982,1
Pi 721,+84,2363596130,Nxnit@0721,Nguyễn,Minh Quân,Xuannxn0721,thanhnd1982,1
Pi 722,+84,2363596131,Nxnit@0722,Lý,Bá Trinh,Xuannxn0722,thanhnd1982,1
Pi 723,+84,2363596132,Nxnit@0723,Bế,Văn Hải,Xuannxn0723,thanhnd1982,1
Pi 724,+84,2363596133,Nxnit@0724,Phan,Bá Thủy,Xuannxn0724,thanhnd1982,1
Pi 725,+84,2363596134,Nxnit@0725,Phan,Văn Quân,Xuannxn0725,thanhnd1982,1
Pi 726,+84,2363596135,Nxnit@0726,Bế,Bá Hải,Xuannxn0726,thanhnd1982,1
Pi 727,+84,2363596136,Nxnit@0727,Cao,Xuân Trinh,Xuannxn0727,thanhnd1982,1
Pi 728,+84,2363596137,Nxnit@0728,Phùng,Bá Hải,Xuannxn0728,thanhnd1982,1
Pi 729,+84,2363596138,Nxnit@0729,Lý,Minh Thủy,Xuannxn0729,thanhnd1982,1
Pi 730,+84,2363596139,Nxnit@0730,Võ,Bá Trinh,Xuannxn0730,thanhnd1982,1
Pi 731,+84,2363596140,Nxnit@0731,Phùng,Bá Nguyệt,Xuannxn0731,thanhnd1982,1
Pi 732,+84,2363596141,Nxnit@0732,Mạc,Xuân Nguyệt,Xuannxn0732,thanhnd1982,1
Pi 733,+84,2363596142,Nxnit@0733,Phan,Chí Thức,Xuannxn0733,thanhnd1982,1
Pi 734,+84,2363596143,Nxnit@0734,Bế,Tấn Hải,Xuannxn0734,thanhnd1982,1
Pi 735,+84,2363596144,Nxnit@0735,Phùng,Bá Quân,Xuannxn0735,thanhnd1982,1
Pi 736,+84,2363596145,Nxnit@0736,Võ,Văn Mai,Xuannxn0736,thanhnd1982,1
Pi 737,+84,2363596146,Nxnit@0737,Nguyễn,Thị Hải,Xuannxn0737,thanhnd1982,1
Pi 738,+84,2363596147,Nxnit@0738,Võ,Văn Trinh,Xuannxn0738,thanhnd1982,1
Pi 739,+84,2363596148,Nxnit@0739,Mạc,Minh Trinh,Xuannxn0739,thanhnd1982,1
Pi 740,+84,2363596149,Nxnit@0740,Lý,Chí Quân,Xuannxn0740,thanhnd1982,1
Pi 741,+84,2363596150,Nxnit@0741,Lý,Minh Quân,Xuannxn0741,thanhnd1982,1
Pi 742,+84,2363596151,Nxnit@0742,Võ,Văn Thủy,Xuannxn0742,thanhnd1982,1
Pi 743,+84,2363596152,Nxnit@0743,Lý,Bá Thức,Xuannxn0743,thanhnd1982,1
Pi 744,+84,2363596153,Nxnit@0744,Phan,Chí Thủy,Xuannxn0744,thanhnd1982,1
Pi 745,+84,2363596154,Nxnit@0745,Võ,Bá Nguyệt,Xuannxn0745,thanhnd1982,1
Pi 746,+84,2363596155,Nxnit@0746,Cao,Chí Trinh,Xuannxn0746,thanhnd1982,1
Pi 747,+84,2363596156,Nxnit@0747,Mạc,Tấn Hải,Xuannxn0747,thanhnd1982,1
Pi 748,+84,2363596157,Nxnit@0748,Phan,Chí Nguyệt,Xuannxn0748,thanhnd1982,1
Pi 749,+84,2363596158,Nxnit@0749,Nguyễn,Thị Thức,Xuannxn0749,thanhnd1982,1
Pi 750,+84,2363596159,Nxnit@0750,Mạc,Tấn Sơn,Xuannxn0750,thanhnd1982,1
Pi 751,+84,2363596160,Nxnit@0751,Cao,Minh Quân,Xuannxn0751,thanhnd1982,1
Pi 752,+84,2363596161,Nxnit@0752,Cao,Xuân Quân,Xuannxn0752,thanhnd1982,1
Pi 753,+84,2363596162,Nxnit@0753,Lý,Minh Sơn,Xuannxn0753,thanhnd1982,1
Pi 754,+84,2363596163,Nxnit@0754,Mạc,Bá Thức,Xuannxn0754,thanhnd1982,1
Pi 755,+84,2363596164,Nxnit@0755,Lý,Chí Sơn,Xuannxn0755,thanhnd1982,1
Pi 756,+84,2363596165,Nxnit@0756,Phùng,Chí Mai,Xuannxn0756,thanhnd1982,1
Pi 757,+84,2363596166,Nxnit@0757,Phùng,Chí Trinh,Xuannxn0757,thanhnd1982,1
Pi 758,+84,2363596167,Nxnit@0758,Mạc,Văn Sơn,Xuannxn0758,thanhnd1982,1
Pi 759,+84,2363596168,Nxnit@0759,Bế,Thị Mai,Xuannxn0759,thanhnd1982,1
Pi 760,+84,2363596169,Nxnit@0760,Võ,Văn Sơn,Xuannxn0760,thanhnd1982,1
Pi 761,+84,2363596170,Nxnit@0761,Mạc,Chí Sơn,Xuannxn0761,thanhnd1982,1
Pi 762,+84,2363596171,Nxnit@0762,Lý,Bá Thủy,Xuannxn0762,thanhnd1982,1
Pi 763,+84,2363596172,Nxnit@0763,Phùng,Văn Nguyệt,Xuannxn0763,thanhnd1982,1
Pi 764,+84,2363596173,Nxnit@0764,Phùng,Minh Hải,Xuannxn0764,thanhnd1982,1
